district_mukim,sample_size,avg_landsm,avg_floorsm,price_2021,price_2022,avg_pricePerct,location,types,source
Taman Raub Jaya 2,2.0,143.0,143.0,,320000 - 360000,ND,Raub,DOUBLE STOREY TERRACE,2022/PAHANG
Taman Sempalit Indah,1.0,139.0,137.0,,370000,ND,Raub,DOUBLE STOREY TERRACE,2022/PAHANG
Taman Unijaya ,1.0,153.0,150.0,,438000,ND,Raub,DOUBLE STOREY TERRACE,2022/PAHANG
Taman Benta Jaya,1.0,130.0,141.0,,240000,ND,Lipis,DOUBLE STOREY TERRACE,2022/PAHANG
Taman Emas Fasa 2,2.0,130.0,140.0,,320000 - 363000,ND,Lipis,DOUBLE STOREY TERRACE,2022/PAHANG
Taman Desa Corina,1.0,125.0,124.0,550000 - 680000,600000,-2.4,Cameron Highlands,DOUBLE STOREY TERRACE,2022/PAHANG
Taman Golden Hill,1.0,112.0,132.0,,693000,ND,Cameron Highlands,DOUBLE STOREY TERRACE,2022/PAHANG
Orchid Deluxe Park,1.0,130.0,198.0,650000 - 700000,650000,-3.7,Cameron Highlands,DOUBLE STOREY TERRACE,2022/PAHANG
Taman Mawar 2,3.0,153.0,287.0,500000 - 510000,500000,Stable,Raub,TWO AND A HALF STOREY TERRACED,2022/PAHANG
T Sierra @ Taman Pertama,1.0,143.0,222.0,,530000,ND,Lipis,TWO AND A HALF STOREY TERRACED,2022/PAHANG
Balok,9.0,147.0,62.0,155000 - 190000,150000 - 190000,Stable,Kuantan,SINGLE STOREY LOW COST SEMI - DETACH ,2022/PAHANG
Berjaya Permai,2.0,153.0,58.0,130000 - 187000,160000,3.9,Kuantan,SINGLE STOREY LOW COST SEMI - DETACH ,2022/PAHANG
PPR Kampung Marhum Kuala Pahang,1.0,176.0,60.0,130000 - 150000,150000,6.7,Pekan,SINGLE STOREY LOW COST SEMI - DETACH ,2022/PAHANG
PPR Tanjung Batu,2.0,190.0,63.0,122000,120000 - 125000,Stable,Pekan,SINGLE STOREY LOW COST SEMI - DETACH ,2022/PAHANG
Sri Pekan II,1.0,148.0,50.0,,150000,ND,Pekan,SINGLE STOREY LOW COST SEMI - DETACH ,2022/PAHANG
Taman Seri Setia,1.0,164.0,50.0,,140000,ND,Pekan,SINGLE STOREY LOW COST SEMI - DETACH ,2022/PAHANG
PAKR Taman Sri Rompin,2.0,391.0,59.0,,150000 - 180000,ND,Rompin,SINGLE STOREY LOW COST SEMI - DETACH ,2022/PAHANG
,1.0,217.0,59.0,,90000,ND,Rompin,SINGLE STOREY LOW COST SEMI - DETACH ,2022/PAHANG
Berjaya Permai,1.0,263.0,149.0,270000 - 280000,280000,Stable,Kuantan,SINGLE STOREY MEDIUM COST SEMI - DETACH ,2022/PAHANG
,3.0,228.0,63.0,,200000 - 245000,ND,Kuantan,SINGLE STOREY MEDIUM COST SEMI - DETACH ,2022/PAHANG
Kampung Padang,1.0,153.0,56.0,190000,210000,10.5,Kuantan,SINGLE STOREY MEDIUM COST SEMI - DETACH ,2022/PAHANG
Perkampungan Seri Mahkota,6.0,153.0,55.0,170000 - 180000,165000 - 190000,Stable,Kuantan,SINGLE STOREY MEDIUM COST SEMI - DETACH ,2022/PAHANG
Taman Perdana 1 & 2,1.0,226.0,64.0,,210000,ND,Pekan,SINGLE STOREY MEDIUM COST SEMI - DETACH ,2022/PAHANG
Taman Sepekan Jaya,3.0,181.0,71.0,200000,170000 - 240000,Stable,Pekan,SINGLE STOREY MEDIUM COST SEMI - DETACH ,2022/PAHANG
Taman Sepekan Makmur,1.0,195.0,67.0,200000 - 255000,230000,Stable,Pekan,SINGLE STOREY MEDIUM COST SEMI - DETACH ,2022/PAHANG
Taman Sri Jambu,1.0,167.0,63.0,250000,240000,-4,Pekan,SINGLE STOREY MEDIUM COST SEMI - DETACH ,2022/PAHANG
Air Putih,1.0,405.0,80.0,,450000,ND,Kuantan,SINGLE STOREY SEMI-DETACH,2022/PAHANG
Bandar Damansara Kuantan,1.0,358.0,110.0,,460000,ND,Kuantan,SINGLE STOREY SEMI-DETACH,2022/PAHANG
Balok,2.0,302.0,103.0,295000 - 370000,335000 - 356000,Stable,Kuantan,SINGLE STOREY SEMI-DETACH,2022/PAHANG
Batu Hitam,1.0,327.0,111.0,370000 - 400000,390000,Stable,Kuantan,SINGLE STOREY SEMI-DETACH,2022/PAHANG
Berjaya Permai,2.0,247.0,122.0,,280000 - 320000,ND,Kuantan,SINGLE STOREY SEMI-DETACH,2022/PAHANG
Beserah,7.0,317.0,117.0,330000 - 370000,350000 - 450000,6.3,Kuantan,SINGLE STOREY SEMI-DETACH,2022/PAHANG
Bukit Istana,1.0,550.0,154.0,,625000,ND,Kuantan,SINGLE STOREY SEMI-DETACH,2022/PAHANG
Bukit Rangin,5.0,254.0,107.0,290000 - 360000,300000 - 365000,2.7,Kuantan,SINGLE STOREY SEMI-DETACH,2022/PAHANG
Chendor,4.0,296.0,95.0,300000 - 357000,290000 - 400000,-2.9,Kuantan,SINGLE STOREY SEMI-DETACH,2022/PAHANG
Chengal Lempong,2.0,284.0,116.0,350000,350000 - 380000,4.1,Kuantan,SINGLE STOREY SEMI-DETACH,2022/PAHANG
"Cempaka, Jalan Kempadang - Penor",6.0,360.0,118.0,,300000 - 365000,ND,Kuantan,SINGLE STOREY SEMI-DETACH,2022/PAHANG
Gambang Damai (Desa Hijauan),2.0,290.0,91.0,,300000,ND,Kuantan,SINGLE STOREY SEMI-DETACH,2022/PAHANG
"Indera Mahkota 12, Bandar Indera Mahkota",4.0,288.0,114.0,410000 - 480000,430000 - 485000,3.5,Kuantan,SINGLE STOREY SEMI-DETACH,2022/PAHANG
"Indera Mahkota 14 - 16, Bandar Indera Mahkota",1.0,289.0,105.0,385000 - 420000,400000,Stable,Kuantan,SINGLE STOREY SEMI-DETACH,2022/PAHANG
"Indera Mahkota 21, Bandar Indera Mahkota",2.0,396.0,131.0,,380000 - 392000,ND,Kuantan,SINGLE STOREY SEMI-DETACH,2022/PAHANG
Kampung Padang,1.0,153.0,56.0,,235000,ND,Kuantan,SINGLE STOREY SEMI-DETACH,2022/PAHANG
Kempadang,3.0,295.0,125.0,300000 - 400000,370000 - 400000,8.2,Kuantan,SINGLE STOREY SEMI-DETACH,2022/PAHANG
Kota Sultan Ahmad Shah (KoTaman TasAS),1.0,561.0,125.0,400000 - 595000,520000,8.9,Kuantan,SINGLE STOREY SEMI-DETACH,2022/PAHANG
Kubang Buaya,1.0,376.0,117.0,390000 - 460000,470000,7.7,Kuantan,SINGLE STOREY SEMI-DETACH,2022/PAHANG
Perkampungan Indera Sempurna,4.0,274.0,88.0,300000 - 350000,280000 - 350000,-5,Kuantan,SINGLE STOREY SEMI-DETACH,2022/PAHANG
Pandan,2.0,294.0,114.0,360000 - 380000,348000 - 350000,-6,Kuantan,SINGLE STOREY SEMI-DETACH,2022/PAHANG
Perkampungan Pelindung,5.0,320.0,117.0,365000 - 370000,350000 - 390000,Stable,Kuantan,SINGLE STOREY SEMI-DETACH,2022/PAHANG
,3.0,462.0,120.0,450000 - 550000,450000 - 500000,Stable,Kuantan,SINGLE STOREY SEMI-DETACH,2022/PAHANG
Perkampungan Sepat,1.0,276.0,114.0,400000,400000,Stable,Kuantan,SINGLE STOREY SEMI-DETACH,2022/PAHANG
,2.0,410.0,114.0,,460000 - 490000,ND,Kuantan,SINGLE STOREY SEMI-DETACH,2022/PAHANG
Perkampungan Seri Damai,4.0,420.0,116.0,,380000 - 450000,ND,Kuantan,SINGLE STOREY SEMI-DETACH,2022/PAHANG
Permatang Badak,3.0,331.0,102.0,350000 - 400000,370000 - 390000,Stable,Kuantan,SINGLE STOREY SEMI-DETACH,2022/PAHANG
PRIMA Gambang,3.0,260.0,93.0,200000,175000 - 230000,Stable,Kuantan,SINGLE STOREY SEMI-DETACH,2022/PAHANG
PRIMA Gambang Jaya,1.0,260.0,94.0,,225000,ND,Kuantan,SINGLE STOREY SEMI-DETACH,2022/PAHANG
PRIMA Sungai Soi,2.0,260.0,94.0,200000 - 230000,230000,8.7,Kuantan,SINGLE STOREY SEMI-DETACH,2022/PAHANG
PSJ Damansara,1.0,314.0,208.0,,640000,ND,Kuantan,SINGLE STOREY SEMI-DETACH,2022/PAHANG
Seberang Balok,4.0,354.0,123.0,280000 - 480000,330000 - 410000,Stable,Kuantan,SINGLE STOREY SEMI-DETACH,2022/PAHANG
Seri Kuantan,1.0,383.0,117.0,,425000,ND,Kuantan,SINGLE STOREY SEMI-DETACH,2022/PAHANG
Sri Inderapura,1.0,190.0,69.0,200000 - 285000,250000,4.7,Kuantan,SINGLE STOREY SEMI-DETACH,2022/PAHANG
Sungai Karang Darat,4.0,304.0,99.0,300000 - 360000,330000 - 350000,Stable,Kuantan,SINGLE STOREY SEMI-DETACH,2022/PAHANG
Sungai Soi,7.0,349.0,108.0,320000 - 420000,300000 - 380000,Stable,Kuantan,SINGLE STOREY SEMI-DETACH,2022/PAHANG
Sungai Ular,2.0,359.0,117.0,300000 - 350000,340000 - 380000,10.2,Kuantan,SINGLE STOREY SEMI-DETACH,2022/PAHANG
Taman Guru,1.0,389.0,145.0,360000 - 395000,400000,5.6,Kuantan,SINGLE STOREY SEMI-DETACH,2022/PAHANG
Taman Tas,1.0,261.0,110.0,,560000,ND,Kuantan,SINGLE STOREY SEMI-DETACH,2022/PAHANG
Alor Ara,1.0,415.0,103.0,360000,367000,Stable,Pekan,SINGLE STOREY SEMI-DETACH,2022/PAHANG
"Jalan Tegak, Kuala Pahang",1.0,261.0,94.0,,285000,ND,Pekan,SINGLE STOREY SEMI-DETACH,2022/PAHANG
Kelat Rendang,1.0,248.0,74.0,,180000,ND,Pekan,SINGLE STOREY SEMI-DETACH,2022/PAHANG
Taman Peramu Jaya,1.0,360.0,105.0,,383000,ND,Pekan,SINGLE STOREY SEMI-DETACH,2022/PAHANG
Taman LKNP Peramu Jaya,1.0,204.0,76.0,,200000,ND,Pekan,SINGLE STOREY SEMI-DETACH,2022/PAHANG
Bandar Satelite Muadzam Shah,2.0,297.0,130.0,335000 - 350000,338000 - 350000,Stable,Rompin,SINGLE STOREY SEMI-DETACH,2022/PAHANG
"Sungai Puteri, Rompin",2.0,289.0,93.0,320000,320000,Stable,Rompin,SINGLE STOREY SEMI-DETACH,2022/PAHANG
Taman Mawar,1.0,279.0,111.0,,330000,ND,Rompin,SINGLE STOREY SEMI-DETACH,2022/PAHANG
Perumahan Makmur Bukit Lada (PRIMA),1.0,260.0,99.0,,235000,ND,Temerloh,SINGLE STOREY SEMI-DETACH,2022/PAHANG
Taman Bukit Bendera,1.0,219.0,118.0,,300000,ND,Temerloh,SINGLE STOREY SEMI-DETACH,2022/PAHANG
Taman Bukit Bendera Baru,1.0,219.0,118.0,,300000,ND,Temerloh,SINGLE STOREY SEMI-DETACH,2022/PAHANG
Taman Bukit Kelulut,1.0,314.0,129.0,,370000,ND,Temerloh,SINGLE STOREY SEMI-DETACH,2022/PAHANG
Taman Bukit Malaysia,1.0,291.0,112.0,,370000,ND,Temerloh,SINGLE STOREY SEMI-DETACH,2022/PAHANG
Taman Bukit Tualang,1.0,297.0,112.0,,324000,ND,Temerloh,SINGLE STOREY SEMI-DETACH,2022/PAHANG
Taman Jaya 10,1.0,325.0,118.0,,400000,ND,Temerloh,SINGLE STOREY SEMI-DETACH,2022/PAHANG
Taman Paya Pulai,1.0,327.0,100.0,,328000,ND,Temerloh,SINGLE STOREY SEMI-DETACH,2022/PAHANG
Taman Pulai Mutiara,1.0,301.0,113.0,,345000,ND,Temerloh,SINGLE STOREY SEMI-DETACH,2022/PAHANG
Taman Rimba,1.0,250.0,86.0,,380000,ND,Temerloh,SINGLE STOREY SEMI-DETACH,2022/PAHANG
Taman Seberang Indah,1.0,307.0,110.0,,350000,ND,Temerloh,SINGLE STOREY SEMI-DETACH,2022/PAHANG
Taman Hijau,1.0,357.0,126.0,,280000,ND,Bentong,SINGLE STOREY SEMI-DETACH,2022/PAHANG
Taman Meranti Aman,1.0,414.0,91.0,370000,385000,4.05,Bera,SINGLE STOREY SEMI-DETACH,2022/PAHANG
Taman Meranti Impian,1.0,321.0,100.0,320000 - 350000,340000,Stable,Bera,SINGLE STOREY SEMI-DETACH,2022/PAHANG
Taman Jaya,1.0,435.0,117.0,,340000,ND,Jerantut,SINGLE STOREY SEMI-DETACH,2022/PAHANG
Taman Impian,1.0,274.0,106.0,,290000,ND,Jerantut,SINGLE STOREY SEMI-DETACH,2022/PAHANG
Taman Damai Jerantut,1.0,346.0,92.0,,350000,ND,Jerantut,SINGLE STOREY SEMI-DETACH,2022/PAHANG
Taman Cheneras Jaya,1.0,430.0,96.0,,300000,ND,Lipis,SINGLE STOREY SEMI-DETACH,2022/PAHANG
Taman Tempoyang Gemilang,1.0,244.0,90.0,,265000,ND,Lipis,SINGLE STOREY SEMI-DETACH,2022/PAHANG
Taman Tempoyang Idaman,1.0,300.0,112.0,,400000,ND,Lipis,SINGLE STOREY SEMI-DETACH,2022/PAHANG
Taman Seberang Temerloh,1.0,281.0,101.0,,370000,ND,Temerloh,SINGLE STOREY CLUSTER,2022/PAHANG
Bukit Setongkol,2.0,270.0,156.0,,500000 - 600000,ND,Kuantan,ONE AND A-HALF STOREY SEMI - DETACH,2022/PAHANG
Sungai Karang Darat,3.0,289.0,152.0,430000 - 470000,400000 - 450000,-6,Kuantan,ONE AND A-HALF STOREY SEMI - DETACH,2022/PAHANG
Taman Perdana Raya,1.0,277.0,93.0,,300000 - 320000,ND,Bentong,ONE AND A-HALF STOREY SEMI - DETACH,2022/PAHANG
Air Putih,2.0,388.0,173.0,700000 - 750000,600000 - 815000,-2.5,Kuantan,DOUBLE STOREY SEMI - DETACH,2022/PAHANG
Alor Akar,1.0,305.0,186.0,,500000,ND,Kuantan,DOUBLE STOREY SEMI - DETACH,2022/PAHANG
,4.0,468.0,236.0,890000 - 900000,780000 - 1000000,Stable,Kuantan,DOUBLE STOREY SEMI - DETACH,2022/PAHANG
Bandar Putra,2.0,425.0,191.0,673000,640000 - 650000,-4.4,Kuantan,DOUBLE STOREY SEMI - DETACH,2022/PAHANG
Bukit Istana,1.0,431.0,193.0,650000 - 900000,770000,Stable,Kuantan,DOUBLE STOREY SEMI - DETACH,2022/PAHANG
Bukit Setongkol,2.0,354.0,271.0,780000,738000 - 800000,Stable,Kuantan,DOUBLE STOREY SEMI - DETACH,2022/PAHANG
,1.0,534.0,123.0,,500000,ND,Kuantan,DOUBLE STOREY SEMI - DETACH,2022/PAHANG
Galing,2.0,377.0,182.0,,630000 - 830000,ND,Kuantan,DOUBLE STOREY SEMI - DETACH,2022/PAHANG
"Indera Mahkota 1, Bandar Indera Mahkota",1.0,390.0,266.0,,740000,ND,Kuantan,DOUBLE STOREY SEMI - DETACH,2022/PAHANG
"Indera Mahkota 8, Bandar Indera Mahkota",1.0,655.0,185.0,,680000,ND,Kuantan,DOUBLE STOREY SEMI - DETACH,2022/PAHANG
Kampung Jawa,1.0,474.0,200.0,570000,600000,5,Kuantan,DOUBLE STOREY SEMI - DETACH,2022/PAHANG
Kubang Buaya,2.0,384.0,190.0,600000 - 745000,670000 - 780000,8.3,Kuantan,DOUBLE STOREY SEMI - DETACH,2022/PAHANG
Kurnia Jaya,1.0,486.0,190.0,530000,500000,-6,Kuantan,DOUBLE STOREY SEMI - DETACH,2022/PAHANG
Mahkota Heights,2.0,334.0,237.0,900000 - 9100000,890000 - 960000,2.2,Kuantan,DOUBLE STOREY SEMI - DETACH,2022/PAHANG
Pelindung,1.0,467.0,239.0,,1500000,ND,Kuantan,DOUBLE STOREY SEMI - DETACH,2022/PAHANG
Semambu,1.0,348.0,225.0,,750000,ND,Kuantan,DOUBLE STOREY SEMI - DETACH,2022/PAHANG
Seri Setali,1.0,273.0,149.0,,530000,ND,Kuantan,DOUBLE STOREY SEMI - DETACH,2022/PAHANG
Tok Sira,2.0,351.0,225.0,,600000 - 690000,ND,Kuantan,DOUBLE STOREY SEMI - DETACH,2022/PAHANG
,1.0,364.0,242.0,950000 - 980000,1050000,8.1,Kuantan,DOUBLE STOREY SEMI - DETACH,2022/PAHANG
Taman Bendera Intan,1.0,357.0,159.0,,500000,ND,Temerloh,DOUBLE STOREY SEMI - DETACH,2022/PAHANG
Taman Chatin Maju,1.0,300.0,228.0,,460000,ND,Temerloh,DOUBLE STOREY SEMI - DETACH,2022/PAHANG
Taman Muhibbah 1,1.0,297.0,221.0,,495000,ND,Temerloh,DOUBLE STOREY SEMI - DETACH,2022/PAHANG
Taman Rimba Mutiara,1.0,468.0,228.0,,475000,ND,Temerloh,DOUBLE STOREY SEMI - DETACH,2022/PAHANG
Perumahan Sungai Marong ,1.0,293.0,169.0,,420000,ND,Bentong,DOUBLE STOREY SEMI - DETACH,2022/PAHANG
Taman Bukit Indah 2,1.0,308.0,182.0,,795000,ND,Bentong,DOUBLE STOREY SEMI - DETACH,2022/PAHANG
Taman Mutiara Height,1.0,312.0,158.0,,640000 - 750000,ND,Bentong,DOUBLE STOREY SEMI - DETACH,2022/PAHANG
Taman Saujana  Indah,1.0,260.0,191.0,,499000,ND,Jerantut,DOUBLE STOREY SEMI - DETACH,2022/PAHANG
Taman Woodland Height,1.0,428.0,172.0,,507000,ND,Jerantut,DOUBLE STOREY SEMI - DETACH,2022/PAHANG
Taman Emas Kerayong,1.0,461.0,219.0,,500000,ND,Bera,DOUBLE STOREY SEMI - DETACH,2022/PAHANG
Taman Mawar Impian,1.0,378.0,198.0,,490000,ND,Bera,DOUBLE STOREY SEMI - DETACH,2022/PAHANG
Taman Melur Jaya,3.0,331.0,216.0,480000 - 500000,450000 - 460000,-8.09,Bera,DOUBLE STOREY SEMI - DETACH,2022/PAHANG
Taman Amalina Saujana,1.0,258.0,203.0,,445000,ND,Raub,DOUBLE STOREY SEMI - DETACH,2022/PAHANG
Garden Residence,1.0,297.0,257.0,,1300000,ND,Cameron Highlands,DOUBLE STOREY SEMI - DETACH,2022/PAHANG
Bukit Pelindung,3.0,315.0,279.0,,1250000 - 1350000,ND,Kuantan,TWO AND A - HALF STOREY SEMI - DETACH,2022/PAHANG
"Indera Mahkota 1, Bandar Indera Mahkota",1.0,423.0,271.0,,780000,ND,Kuantan,TWO AND A - HALF STOREY SEMI - DETACH,2022/PAHANG
Semambu,1.0,418.0,448.0,,2400000,ND,Kuantan,TWO AND A - HALF STOREY SEMI - DETACH,2022/PAHANG
Taman Bukit Bentong,1.0,260.0,243.0,,800000,ND,Bentong,TWO AND A - HALF STOREY SEMI - DETACH,2022/PAHANG
PAKR Balok,1.0,219.0,61.0,200000,200000,Stable,Kuantan,SINGLE STOREY DETACHED LOW-COST,2022/PAHANG
PAKR Permatang Badak,2.0,306.0,68.0,,250000 - 260000,ND,Kuantan,SINGLE STOREY DETACHED LOW-COST,2022/PAHANG
Perkampungan Sungai Isap II,4.0,234.0,59.0,125000 - 155000,120000 - 152000,-5.1,Kuantan,SINGLE STOREY DETACHED LOW-COST,2022/PAHANG
RRM Seri Kemunting,1.0,244.0,112.0,,120000,ND,Kuantan,SINGLE STOREY DETACHED LOW-COST,2022/PAHANG
Bandar Kota Perdana,2.0,479.0,55.0,,60000 - 67000,ND,Pekan,SINGLE STOREY DETACHED LOW-COST,2022/PAHANG
Bandar Paloh Hinai,1.0,584.0,53.0,,65000,ND,Pekan,SINGLE STOREY DETACHED LOW-COST,2022/PAHANG
RRM Ketapang,1.0,279.0,37.0,,70000,ND,Pekan,SINGLE STOREY DETACHED LOW-COST,2022/PAHANG
RRM Nenasi,1.0,275.0,49.0,,57000,ND,Pekan,SINGLE STOREY DETACHED LOW-COST,2022/PAHANG
Bandar Kota Bahagia,1.0,447.0,65.0,,55000,ND,Rompin,SINGLE STOREY DETACHED LOW-COST,2022/PAHANG
Bandar Melati ,1.0,273.0,53.0,NA ,33000,ND ,Rompin,SINGLE STOREY DETACHED LOW-COST,2022/PAHANG
Desa Jati,2.0,315.0,60.0,,90000 - 1200000,ND,Rompin,SINGLE STOREY DETACHED LOW-COST,2022/PAHANG
Desa Kenanga ,1.0,291.0,55.0,NA ,100000,ND ,Rompin,SINGLE STOREY DETACHED LOW-COST,2022/PAHANG
Desa Mawar,2.0,358.0,86.0,170000,160000 - 196000,4.5,Rompin,SINGLE STOREY DETACHED LOW-COST,2022/PAHANG
PAKR Sungai Puteri ,1.0,282.0,53.0,NA ,70000,ND ,Rompin,SINGLE STOREY DETACHED LOW-COST,2022/PAHANG
Taman Jaya Diri,1.0,281.0,54.0,,60000,ND,Maran,SINGLE STOREY DETACHED LOW-COST,2022/PAHANG
Perumahan Awam Kos Rendah Batu Talam,1.0,278.0,51.0,,50000,ND,Raub,SINGLE STOREY DETACHED LOW-COST,2022/PAHANG
Air Putih,1.0,278.0,105.0,,950000,ND,Kuantan,SINGLE STOREY DETACH,2022/PAHANG
Alor Akar,1.0,627.0,205.0,980000,1000000,Stable,Kuantan,SINGLE STOREY DETACH,2022/PAHANG
Bandar Damansara Kuantan,1.0,746.0,138.0,,750000,ND,Kuantan,SINGLE STOREY DETACH,2022/PAHANG
Berjaya Permai,1.0,530.0,174.0,,400000,ND,Kuantan,SINGLE STOREY DETACH,2022/PAHANG
Bukit Sekilau,1.0,665.0,137.0,,770000,ND,Kuantan,SINGLE STOREY DETACH,2022/PAHANG
"Chengal Lempong, Off Jalan Kuantan - Kemaman",2.0,663.0,217.0,,540000 - 570000,ND,Kuantan,SINGLE STOREY DETACH,2022/PAHANG
"Indera Mahkota 2, Bandar Indera Mahkota",1.0,557.0,121.0,500000,500000,Stable,Kuantan,SINGLE STOREY DETACH,2022/PAHANG
"Indera Mahkota 15, Bandar Indera Mahkota",1.0,886.0,113.0,,650000,ND,Kuantan,SINGLE STOREY DETACH,2022/PAHANG
Kampung Pelindung,2.0,514.0,186.0,,600000 - 620000,ND,Kuantan,SINGLE STOREY DETACH,2022/PAHANG
Kampung Teluk Mahang,1.0,394.0,121.0,,370000,ND,Kuantan,SINGLE STOREY DETACH,2022/PAHANG
Kempadang,2.0,524.0,129.0,,470000 - 500000,ND,Kuantan,SINGLE STOREY DETACH,2022/PAHANG
Kubang Buaya,1.0,647.0,118.0,,740000,ND,Kuantan,SINGLE STOREY DETACH,2022/PAHANG
"Pandan, Jalan Pintasan Taman Kuantan",2.0,573.0,148.0,,450000,ND,Kuantan,SINGLE STOREY DETACH,2022/PAHANG
Permatang Badak,2.0,534.0,131.0,440000,446000 - 468000,3.8,Kuantan,SINGLE STOREY DETACH,2022/PAHANG
Perkampungan Sungai Isap Damai,5.0,353.0,82.0,220000 - 270000,230000 - 280000,4.4,Kuantan,SINGLE STOREY DETACH,2022/PAHANG
Seri Setali,1.0,556.0,112.0,,550000,ND,Kuantan,SINGLE STOREY DETACH,2022/PAHANG
Bandar Chini,1.0,568.0,154.0,,250000,ND,Pekan,SINGLE STOREY DETACH,2022/PAHANG
Kampung Bentan,1.0,685.0,85.0,,330000,ND,Pekan,SINGLE STOREY DETACH,2022/PAHANG
Kampung Kelat Rendang,2.0,615.0,173.0,,500000 - 550000,ND,Pekan,SINGLE STOREY DETACH,2022/PAHANG
Ketapang Tengah,1.0,1123.0,186.0,,600000,ND,Pekan,SINGLE STOREY DETACH,2022/PAHANG
Peramu,1.0,502.0,141.0,,424000,ND,Pekan,SINGLE STOREY DETACH,2022/PAHANG
Rancangan Penempatan Semula Banjir (RPSB) Peramu,1.0,530.0,75.0,,270000,ND,Pekan,SINGLE STOREY DETACH,2022/PAHANG
,2.0,1160.0,164.0,NA ,430000 - 490000,ND,Pekan,SINGLE STOREY DETACH,2022/PAHANG
RTK Kampung Tanjung Cempaka,1.0,371.0,51.0,,90000,ND,Pekan,SINGLE STOREY DETACH,2022/PAHANG
RTK Pulau Serai ,8.0,698.0,164.0,360000 - 530000,370000 - 650000,Stable,Pekan,SINGLE STOREY DETACH,2022/PAHANG
Tanah Puteh,1.0,732.0,177.0,380000 - 560000,500000,6,Pekan,SINGLE STOREY DETACH,2022/PAHANG
Tapak Bekas Perajurit,1.0,511.0,145.0,450000,470000,4.3,Pekan,SINGLE STOREY DETACH,2022/PAHANG
Desa Pinggiran Pelangi,1.0,1447.0,137.0,380000 - 390000,410000,6.1,Rompin,SINGLE STOREY DETACH,2022/PAHANG
Desa Teratai,1.0,643.0,67.0,,230000,ND,Rompin,SINGLE STOREY DETACH,2022/PAHANG
Pantai Hiburan,1.0,765.0,169.0,600000,600000,Stable,Rompin,SINGLE STOREY DETACH,2022/PAHANG
Desa Jaya,1.0,260.0,56.0,,200000,ND,Maran,SINGLE STOREY DETACH,2022/PAHANG
"Rantau Perintis, Bandar Tun Razak Jengka",1.0,427.0,194.0,310000 - 460000,360000,-3.7,Maran,SINGLE STOREY DETACH,2022/PAHANG
,1.0,1388.0,144.0,,540000,ND,Maran,SINGLE STOREY DETACH,2022/PAHANG
Taman Setia Jasa,1.0,544.0,83.0,,380000,ND,Temerloh,SINGLE STOREY DETACH,2022/PAHANG
Kampung Baru Sungai Lui,1.0,405.0,154.0,,300000,ND,Raub,SINGLE STOREY DETACH,2022/PAHANG
Kampung Baru Sungai Ruan,1.0,654.0,251.0,,400000,ND,Raub,SINGLE STOREY DETACH,2022/PAHANG
Taman Dahlia,1.0,642.0,122.0,,500000,ND,Raub,SINGLE STOREY DETACH,2022/PAHANG
Taman Sentosa,1.0,1482.0,112.0,,500000,ND,Raub,SINGLE STOREY DETACH,2022/PAHANG
Taman Tengku Jaya,1.0,432.0,77.0,,200000,ND,Lipis,SINGLE STOREY DETACH,2022/PAHANG
Kampung Chengal Lempong,1.0,692.0,248.0,,570000,ND,Kuantan,ONE AND A - HALF STOREY DETACH,2022/PAHANG
RTK Pulau Serai,1.0,882.0,239.0,,658000,ND,Pekan,ONE AND A - HALF STOREY DETACH,2022/PAHANG
Balok,1.0,415.0,200.0,,338000,ND,Kuantan,DOUBLE STOREY DETACH,2022/PAHANG
Bukit Istana,1.0,787.0,317.0,1150000,1200000,4.3,Kuantan,DOUBLE STOREY DETACH,2022/PAHANG
"Indera Mahkota 5, Bandar Indera Mahkota",2.0,792.0,274.0,,900000 - 1100000,ND,Kuantan,DOUBLE STOREY DETACH,2022/PAHANG
Kempadang,1.0,468.0,321.0,,680000,ND,Kuantan,DOUBLE STOREY DETACH,2022/PAHANG
Kubang Buaya,1.0,479.0,245.0,,850000,ND,Kuantan,DOUBLE STOREY DETACH,2022/PAHANG
Perumahan Guru,1.0,437.0,163.0,,370000,ND,Kuantan,DOUBLE STOREY DETACH,2022/PAHANG
Seri Kuantan,1.0,634.0,222.0,,1100000,ND,Kuantan,DOUBLE STOREY DETACH,2022/PAHANG
Kampung Selamat,1.0,560.0,253.0,,830000,ND,Kuantan,DOUBLE STOREY DETACH,2022/PAHANG
Tok Sira,1.0,623.0,232.0,,1260000,ND,Kuantan,DOUBLE STOREY DETACH,2022/PAHANG
Kampung Kelat Rendang,1.0,420.0,117.0,,370000,ND,Pekan,DOUBLE STOREY DETACH,2022/PAHANG
Rancangan Penempatan Semula Banjir (RPSB) Peramu,1.0,1028.0,178.0,,630000,ND,Pekan,DOUBLE STOREY DETACH,2022/PAHANG
Semambu,1.0,416.0,431.0,,2300000,ND,Kuantan,TWO AND A - HALF STOREY DETACH,2022/PAHANG
Taman Jaya Diri,1.0,279.0,43.0,,21000,ND,Maran,SINGLE STOREY LOW COST CLUSTER HOUSE,2022/PAHANG
Perkampungan Cenderawasih,1.0,69.0,63.0,150000,150000,Stable,Kuantan,DOUBLE STOREY LOW COST CLUSTER HOUSE,2022/PAHANG
Tanah Putih,1.0,73.0,92.0,90000 - 120000,110000,4.6,Kuantan,DOUBLE STOREY LOW COST CLUSTER HOUSE,2022/PAHANG
